Cottage Grove Av,6300 S,800 E,63rd St,CTA,X0174,13 N-S / 13 E-W,6 N-S / 0 E-W,01/28/2010 
Cottage Grove Av,7140 S,800 E,S. of 71st St,Railroad,R0371,13,0,02/27/2006 
Cottage Grove Av,7130 S,800 E,S. of 71st St,Railroad,R0372,13,0,02/27/2006 
Couch Pl,200 W,162 N,Wells St,CTA,X0175,"",NP,12/09/2009 
Court Pl,200 W,120 N,Wells St,CTA,X0176,"",NP,12/10/2009
Cullerton St,1710 W,2000 S,W. of Paulina St,CTA,X0177,13,10,08/07/2006 
Cullerton St,20 E,2000 S,E. of State St,CTA,X0178,"",NP,08/31/2006 
Cuyler Av,1820 W,4032 N,W. of Ravenswood Av,CTA,X0179,"",NP,07/31/2006 
Dakin St,940 W,3932 N,E. of Sheridan Rd,CTA,X0180,"",NP,08/01/2006 
Damen Av,1500 S,2000 W,N. of 17th St,Railroad,R0379,13,2,08/29/2006 
Damen Av,2250 N,2000 W,S. of Lister Av,Railroad,R0376,13,8,08/11/2006 
Damen Av,3340 S,2000 W,N. of 34th St,Railroad,R0380,"",NP,03/08/2006 
Damen Av,3344 S,2000 W,N. of 34th St,CTA,X0184,"",NP,03/09/2006 
Damen Av,4650 N,2000 W,N. of Eastwood Av,CTA,X0185,"",NP,07/28/2006 
Damen Av,2220 N,2000 W,N. of Webster Av,Expy,E0060,13,8,08/11/2006 
Damen Av,350 N,2000 W,Carroll Av,Archway,AR010,"",NP,12/08/2009 
Damen Av,400 N,2000 W,S. of Kinzie St,Railroad,R0378,13,0,08/29/2006 
Damen Av,4910 S,2000 W,S. of 49th St,Railroad,R0375,13,0,08/14/2006 
Damen Av,5830 S,2000 W,S. of 58th St,Railroad,R0373,13,0,08/15/2006 
Damen Av,1800 N,2000 W,Bloomingdale Av,Railroad,R0377,13,6,10/28/2009 
Damen Av,2030 S,2000 W,S. of Cullerton St,CTA,X0183,14,4,08/07/2006 
Damen Av,200 N,2000 W,Lake St,CTA,X0182,14 N-S / 13 E-W,0 N-S / 6 E-W,07/31/2006 
Damen Av,7500 S,2000 W,S. of 74th St,Railroad,R0374,13,0,09/06/2006 
Damen Av,1540 N,2000 W,N. of Pierce Av,CTA,X0181,"",NP,09/15/2006 
Dante Av,7750 S,1433 E,S.W. of South Chicago Av,Skwy,E0150,12,2,08/25/2006 
Dante Av,7730 S,1433 E,S.W. of South Chicago Av,Railroad,R0383,12,2,08/25/2006 
Dante Av,7740 S,1433 E,S.W. of South Chicago Av,Railroad,R0382,"",NP,08/25/2006 
Dante Av,7720 S,1433 E,S.W. of South Chicago Av,Railroad,R0384,12,2,08/25/2006 
Dayton St,1620 N,832 W,N. of North Av,CTA,X0186,14,2,07/24/2006 
Dearborn St,4000 S,50 W,N. of 40th St,Railroad,R0385,12,8,09/14/2006 
Dearborn St,400 S,50 W,Van Buren St,CTA,X0189,"",NP,12/10/2009 
Dearborn St,1810 S,50 W,S. of 18th St,CTA,X0187,"",NP,08/31/2006 
Dearborn St,200 N,50 W,Lake St,CTA,X0188,13,10,12/10/2009 
Desplaines St,440 N,640 W,N. of Hubbard St,Railroad,R0388,13,6,09/07/2006 
Desplaines St,420 N,640 W,S. of Hubbard St,Railroad,R0387,13,6,09/07/2006 
Desplaines St,510 S,640 W,N. of Harrison St,Expy,E0063,14,4,09/18/2006 
Desplaines St,200 N,640 W,Lake St,CTA,X0190,NP N-S / 13 (E-W),NP N-S / 5 EX (E- ,07/28/2006 
"","","","","","","",W) ,""
Desplaines St,450 S,640 W,N. of Harrison St,Expy,E0061,14,4,09/18/2006 
Desplaines St,500 S,640 W,N. of Harrison St,Expy,E0062,14,4,09/18/2006 
Devon Av,1800 W,6400 N,Ravenswood Av,Railroad,R0389,12,10,07/26/2006 
Dickens Av,940 W,2100 N,W. of Bissell St,CTA,X0191,14,4,08/02/2006 
Dickens Av,3920 W,2100 N,E. of Pulaski Rd,Railroad,R0390,11,6,08/14/2006
Diversey Av,4150 W,2800 N,W. of Karlov Av,Railroad,R0391,14,4,08/14/2006 
Diversey Av,2730 W,2800 N,E. of California Av,Expy,E0067,14,2,09/15/2006 
Diversey Av,2720 W,2800 N,E. of California Av,Expy,E0066,14,2,08/11/2006 
Diversey Av,2700 W,2800 N,E. of California Av,Expy,E0065,14,2,08/11/2006 
Diversey Av,2600 W,2800 N,Talman Av,Railroad,R0393,14,2,08/11/2006 
Diversey Av,4600 W,2800 N,E. of Kilpatrick Av,Railroad,R0392,14,0,08/14/2006 
Diversey Av,940 W,2800 N,E. of Sheffield Av,CTA,X0192,"",NP,08/02/2006 
Diversey Av,1800 W,2800 N,Ravenswood Av,Railroad,R0394,12,4,08/01/2006 
Diversey Av,2650 W,2800 N,E. of California Av,Expy,E0064,14,2,08/11/2006 
Division St,2240 W,1200 N,W. of Leavitt St,Ped Walkway,P0023,"",NP,11/14/2008 
Division St,2350 W,1200 N,E. of  Western Av,Ped Walkway,P0024,"",NP,11/14/2008 
Division St,1320 W,1200 N,E. of Noble St,Expy,E0068,13,10,09/14/2006 
Division St,340 W,1200 N,E. of Orleans St,CTA,X0193,"",NP,07/24/2006 
Division St,2830 W,1200 N,W. of California Av,Archway,AR003,"",NP,09/13/2006 
Division St,2420 W,1200 N,W. of Western Av,Archway,AR004,"",NP,09/13/2006 
Division St,4610 W,1200 N,W. of Kolmar Av,Railroad,R0396,14,4,09/13/2006 
Division St,4600 W,1200 N,W. of Kolmar Av,Railroad,R0398,14,4,09/13/2006 
Division St,3510 W,1200 N,W. of Homan Av,Railroad,R0395,"",NP,09/13/2006 
Division St,1300 W,1200 N,E. of Noble St,Railroad,R0397,13,10,09/14/2006 
Division Street Bridge,847 W,1200 N,North Branch Canal,Overhead ,BAS04,"",NP,10/28/2009 
"","","","",Bascule ,"","","",""
Division Street Bridge,1147 W,1200 N,N.B. of the Chicago River,Overhead ,BAS05,"",NP,10/28/2009 
"","","","",Bascule ,"","","",""
Doty (East) Av,12700 S,1300 E,S. of 127th St,Railroad,R0399,14,2,08/16/2006 
Doty (West) Av,12740 S,1300 E,S. of 127th St,Railroad,R0400,14,2,08/16/2006 
Drake Av,1800 N,3532 W,N. of Bloomingdale Av,Railroad,R0402,11,8,08/10/2006 
Drake Av,2210 S,3532 W,S. of Cermak Rd,Railroad,R0401,11,2,08/25/2006 
Drake Av,2030 S,3532 W,S. of Ogden Av,CTA,X0195,"",NP,08/08/2006 
East End Av,8050 S,1700 E,S.W. of South Chicago Av,Skwy,E0153,11,10,08/25/2006 
East End Av,8030 S,1700 E,S.W. of South Chicago Av,Railroad,R0404,11,10,08/25/2006 
East End Av,8104 S,1700 E,S.W. of South Chicago Av,Skwy,E0151,11,10,08/25/2006 
East End Av,8040 S,1700 E,S.W. of South Chicago Av,Railroad,R0403,11,10,08/25/2006 
East End Av,8100 S,1700 E,S.W. of South Chicago Av,Skwy,E0152,11,10,08/25/2006 
Eberhart Av,6300 S,500 E,63rd St,CTA,X0198,13 NB / 13 E-W,10 NB / 6 E-W,08/16/2006 
Eddy St,1820 W,3532 N,W. of Ravenswood Av,CTA,X0199,"",NP,07/31/2006 
Eggleston Av,6324 S,432 W,S. of 63rd St,CTA,X0200,"",NP,08/16/2006 
Elizabeth St,200 N,1232 W,Lake St,CTA,X0201,13 N-S / 13 E-W,6 N-S / 5EX E-W,07/31/2006 
Elizabeth St,5830 S,1232 W,S. of 58th St,Railroad,R0405,13,0,08/15/2006
Elizabeth St,420 N,1232 W,S. of Hubbard St,Railroad,R0406,13,8,08/29/2006 
Elizabeth St,6320 S,1232 W,S. of 63rd St,CTA,X0202,"",NP,08/16/2006 
Elliott Av,8120 S,1800 E,S.W. of South Chicago Av,Railroad,R0408,11,8,08/25/2006 
Elliott Av,8140 S,1800 E,S.W. of South Chicago Av,Skwy,E0154,11,8,08/25/2006 
Elliott Av,8130 S,1800 E,S.W. of South Chicago Av,Railroad,R0407,11,8,08/25/2006 
Elston Av,1810 N,1430 W,N. of Willow St,Railroad,R0413,13,8,08/08/2006 
Elston Av,930 N,1150 W,N. of Chestnut St,Railroad,R0412,13,7 EX,09/14/2006 
Elston Av,5300 N,5100 W,N.W. of Forest Glen Av,Railroad,R0410,"",NP,08/07/2006 
Elston Av,4950 N,4734 W,N. of Kimberly Av,Railroad,R0411,13,6,07/28/2006 
Elston Av,2050 N,1634 W,N. of Armitage Av,Railroad,R0409,14,4,08/02/2006 
Emerald Av,4000 S,732 W,S. of Pershing Rd,Railroad,R0415,14,2,03/09/2006 
Emerald Av,5830 S,732 W,S. of 58th St,Railroad,R0414,11,4,08/15/2006 
Emerald Dr,6320 S,732 W,S. of 63rd. St,CTA,X0206,"",NP,02/05/2010 
Englewood Av,250 W,6224 S,E. of Princeton Av,CTA,X0207,"",NP,09/13/2006 
Englewood Av,600 W,6224 S,E. of Wallace St,Railroad,R0416,11,10,08/17/2006 
Erie St,300 W,660 N,Franklin St,CTA,X0208,13,6,07/26/2006 
Erie St,800 W,660 N,Halsted St,Railroad,R0014,13,6,09/07/2006 
Escanaba Av,9430 S,2900 E,N. of 95th St,Railroad,R0418,13,5 EX,08/22/2006 
Escanaba Av,9440 S,2900 E,N. of 95th St,Railroad,R0417,13,5 EX,08/22/2006 
Escanaba Av,9420 S,2900 E,N. of 95th St,Railroad,R0419,13,5 EX,08/22/2006 
Estes Av,1400 W,7100 N,Glenwood Av,CTA,X0210,11,8,07/25/2006 
Estes Av,1800 W,7100 N,W. of Ravenswood Av,Railroad,R0420,11,10,07/25/2006 
Evans Av,6300 S,726 E,63rd St,CTA,X0211,13 NB / 13 E-W,7 EX NB / 6 E-W,08/16/2006 
Evergreen Av,1840 W,1432 N,S.W. of Milwaukee Av,CTA,X0212,"",NP,09/15/2006 
Evergreen Av,300 W,1432 N,North Park Av,CTA,X0213,14,2,07/24/2006 
Ewing Av,10020 S,3634 E,S. of 100th St,Skwy,E0155,"",NP,08/17/2006 
Ewing Av,9940 S,3634 E,N. of 100th St,Railroad,R0421,14,2,08/17/2006 
Ewing Av,9950 S,3634 E,N. of 100th St,Railroad,R0422,14,2,08/17/2006 
Exchange Av,4136 S,820 W,W. of Halsted St,Archway,AR005,"",NP,03/08/2006 
Exchange Av,9250 S,2900 E,S.W. of South Chicago Av,Skwy,E0133,13,0,08/22/2006 
Exchange Av,9230 S,2900 E,S.W. of South Chicago Av,Railroad,R0424,13,0,08/22/2006 
Exchange Av,9240 S,2900 E,S.W. of South Chicago Av,Railroad,R0423,13,0,08/22/2006 
Fairfield Av,200 N,2733 W,Lake St,CTA,X0214,13 E-W,6 E / 8 W,07/31/2006 
Fairfield Av,2030 S,2733 W,N. of 21st St,CTA,X0215,"",NP,07/31/2006 
Fairfield Av,1800 N,2733 W,S. of Bloomingdale Av,Railroad,R0426,11,8,08/10/2006 
Fargo Av,1610 W,7432 N,W. of Ashland Av,CTA,X0216,12,8,07/24/2006 
Farwell St,1800 W,6900 N,Ravenswood Av,Railroad,R0427,11,8,07/25/2006 
Farwell St,1400 W,6900 N,Glenwood Av,CTA,X0217,11,8,07/25/2006
Federal St,400 S,65 W,Van Buren St,CTA,X0219,"",NP,12/10/2009 
Federal St,1810 S,65 W,S. of 18th St,CTA,X0218,"",NP,08/31/2006 
Federal St,3950 S,65 W,N. of 40th St,Railroad,R0428,11,8,08/14/2006 
Federal St,3940 S,65 W,N. of 40th St,Railroad,R0429,11,8,08/14/2006 
Field Blvd,300 N,400 E,Wacker Dr (Lower Level),Multi,ML008,"",NP,10/28/2009 
Fifth Av,4600 W,1000 S,W. of Kolmar Av,Railroad,R0430,14,0,08/03/2006 
Financial Pl,400 S,156 W,Van Buren St,CTA,X0220,"",NP,12/10/2009 
Fletcher St,940 W,3132 N,E. of Sheffield Av,CTA,X0221,14,0,08/02/2006 
Forest Glen Av,5700 N,4850 W,W. of Cicero Av,Expy,E0069,"",NP,08/08/2006 
Foster Av,1800 W,5200 N,Ravenswood Av,Railroad,R0435,13,10,07/27/2006 
Foster Av,1120 W,5200 N,E. of Broadway,CTA,X0222,11,10,07/26/2006 
Foster Av,5700 W,5200 N,E. of Menard Av,Railroad,R0434,14,4,08/07/2006 
Foster Av,5030 W,5200 N,E. of Leclaire Av,Railroad,R0432,13,7 EX,08/07/2006 
Foster Av,4600 W,5200 N,Kenton Av,Railroad,R0433,14,4,07/28/2006 
Foster Av,740 W,5200 N,Lake Shore Dr (NB),Street,S0008,14,0,07/27/2006 
Foster Av,750 W,5200 N,Lake Shore Dr (SB),Street,S0007,14,0,07/27/2006 
Francisco Av,1800 N,2900 W,S. of Bloomingdale Av,Railroad,R0437,11,6,08/10/2006 
Francisco Av,200 N,2900 W,Lake St,CTA,X0224,13 N-S / 13 E-W,8 N-S / 2 E-W,07/31/2006 
Francisco Av,1010 S,2900 W,S. of Taylor St,Railroad,R0436,11,6,08/02/2006 
Francis Pl,2630 W,2100 N,S.W. of Milwaukee Av,CTA,X0223,"",NP,08/10/2006 
Franklin St,500 S,300 W,N. of Harrison St,Expy,E0070,14,0,07/27/2006 
Franklin St,200 N,300 W,Lake St,CTA,X0225,"",NP,07/28/2006 
Fullerton Av,2130 W,2400 N,W. of Seeley Av,Railroad,R0442,"",NP,08/03/2006 
Fullerton Av,1730 W,2400 N,W. of Clybourn Av,Railroad,R0441,13,0,08/02/2006 
Fullerton Av,4030 W,2400 N,W. of Pulaski Rd,Railroad,R0439,13,10,08/14/2006 
Fullerton Av,4600 W,2400 N,E. of Kenton Av,Railroad,R0440,13,10,08/14/2006 
Fullerton Av,950 W,2400 N,E. of Sheffield Av,CTA,X0230,13,8,12/29/2009 
Fullerton Av,2940 W,2400 N,E. of Sacramento Av,CTA,X0228,14,0,08/10/2006 
Fullerton Av,2200 W,2400 N,E. of Oakley Av,Expy,E0073,"",NP,08/11/2006 
Fullerton Dr,100 W,2400 N,Lake Shore Dr,Street,S0009,14,0,08/03/2006 
Fuller St,1334 W,2800 S,W. of Loomis St,CTA,X0227,12,0,01/29/2010 
Fuller St,1332 W,2800 S,W. of Loomis St,Railroad,R0438,12,0,01/29/2010 
Fuller St,1310 W,2800 S,W. of Loomis St,Expy,E0071,12,0,01/29/2010 
Fuller St,1320 W,2800 S,W. of Loomis St,Expy,E0072,12,0,01/29/2010 
Fulton St,4600 W,300 N,W. of Kenton Av,Railroad,R0444,"",NP,08/01/2006 
Fulton St,2610 W,300 N,E. of Talman Av,Railroad,R0443,"",NP,12/17/2009 
Fulton St,530 W,300 N,W. of Canal St,Railroad,R0445,"",NP,07/28/2006 
Fulton St,2600 W,300 N,W. of Maplewood Av,Railroad,R0446,"",NP,12/17/2009
Garfield Blvd (EB),2150 W,5500 S,W. of Hoyne Av,Railroad,R0451,12,10,03/07/2006 
Garfield Blvd (EB),300 E,5500 S,E. of Prairie Av,CTA,X0231,"",NP,08/10/2006 
Garfield Blvd (EB),2210 W,5500 S,E. of Oakley Av,Railroad,R0453,12,10,03/07/2006 
Garfield Blvd (EB),2220 W,5500 S,E. of Oakley Av,Railroad,R0452,12,10,03/07/2006 
Garfield Blvd (EB),400 W,5500 S,W. of Shields Av,Railroad,R0449,12,6,03/07/2006 
Garfield Blvd (EB),600 W,5500 S,W. of Normal Av,Railroad,R0450,13,6 EX,08/17/2006 
Garfield Blvd (EB),110 W,5500 S,W. of Federal St,Railroad,R0448,12,8,03/07/2006 
Garfield Blvd (EB),110 W,5500 S,W. of Federal St,Railroad,R0459,12,8,03/07/2006 
Garfield Blvd (WB),110 W,5500 S,W. of Federal St,Railroad,R0456,12,8,03/07/2006 
Garfield Blvd (WB),2210 W,5500 S,E. of Oakley Av,Railroad,R0454,12,10,03/07/2006 
Garfield Blvd (WB),2220 W,5500 S,E. of Oakley Av,Railroad,R0455,12,10,03/07/2006 
Garfield Blvd (WB),400 W,5500 S,W. of Shields Av,Railroad,R0457,12,4,08/17/2006 
Garfield Blvd (WB),600 W,5500 S,W. of Normal Av,Railroad,R0458,13,6 EX,08/17/2006 
Garfield Blvd (WB),110 W,5500 S,W. of Federal St,Railroad,R0461,12,8,10/28/2009 
Garfield Blvd (WB),300 E,5500 S,E. of Prairie Av,CTA,X0232,"",NP,08/10/2006 
Garfield Blvd (WB),2210 W,5500 S,W. of Hoyne Av,Railroad,R0460,12,10,10/28/2009 
Garland Ct,250 N,150 E,South Water St,Multi,ML009,13,8,12/10/2009 
Garvey Ct,300 N,69 W,Wacker Drive (LL),Multi,ML010,12,10,12/10/2009 
Garvey Ct,200 N,70 W,Lake St,CTA,X0233,13,10,12/10/2009 
George St,940 W,2900 N,E. of Sheffield Av,CTA,X0234,13,6,08/02/2006 
Glenlake Av,1120 W,6100 N,E. of Broadway,CTA,X0235,11,8,07/26/2006 
Goethe St,330 W,1300 N,E. of Sedgwick St,CTA,X0236,14,2,07/24/2006 
Grace St,940 W,3800 N,E. of Sheffield Av,CTA,X0238,"",NP,08/01/2006 
Grace St,1820 W,3800 N,W. of Ravenswood Av,CTA,X0237,11,6,07/31/2006 
Grace St,1800 W,3800 N,Ravenswood Av,Railroad,R0462,11,6,07/31/2006 
Grand Av,300 W,500 N,Franklin  St,CTA,X0239,"",NP,07/26/2006 
Grand Av,130 E,500 N,Michigan Av,Multi,ML011,13,5 EX,02/05/2010 
Grand Av,700 W,500 N,W. of Desplaines St,Railroad,R0467,"",NP,09/07/2006 
Grand Av,4840 W,1900 N,LaCrosse Av,Railroad,R0464,14,2,09/15/2006 
Grand Av,4620 W,1730 N,E. of Kilpatrick Av,Railroad,R0465,13,10,08/15/2006 
Grand Av,4600 W,1720 N,W. of Kenton Av,Railroad,R0466,13,10,08/15/2006 
Grand Av,3400 W,1030 N,Homan Av,Railroad,R0463,14,0,09/13/2006 
Grand Av,400 E,500 N,Lake Shore Dr,Street,S0010,"",NP,09/18/2006 
Granville Av,1800 W,6200 N,Ravenswood Av,Railroad,R0468,11,8,07/26/2006 
Granville Av,1120 W,6200 N,E. of Broadway,CTA,X0240,11,2,07/26/2006 
Greenleaf Av,1800 W,7032 N,W. of Clark St,Railroad,R0472,11,10,07/25/2006 
Greenleaf Av,1400 W,7032 N,Glenwood Av,CTA,X0243,11,6,07/25/2006 
Greenview Av,7332 N,1500 W,Sherwin Av,CTA,X0245,11,8,12/07/2009
Greenview Av,3420 N,1500 W,N. of Roscoe St,CTA,X0244,"",NP,08/01/2006 
Greenwood Av,7430 S,1100 E,N. of 75th St,Railroad,R0474,11,6,08/25/2006 
Greenwood Av,7440 S,1100 E,N. of 75th St,Railroad,R0473,11,6,08/25/2006 
Greenwood Av,7500 S,1100 E,75th St,Skwy,E0132,11,6,08/25/2006 
Greenwood Av,7420 S,1100 E,N. of 75th St,Railroad,R0475,11,6,08/25/2006 
Green St,5830 S,832 W,S. of 58th St,Railroad,R0469,11,6,08/15/2006 
Green St,430 N,832 W,S. of Hubbard St,Railroad,R0471,14,4,09/14/2006 
Green St,700 N,832 W,N. of Erie St,Railroad,R0470,"",NP,09/07/2006 
Green St,200 N,832 W,Lake St,CTA,X0242,13 N-S / 13 E-W,10 N-S /  5EX E-W,07/28/2006 
Haddock Pl,200 W,220 N,Wells St,CTA,X0248,13,7 EX,12/10/2009 
Halsted Pkwy,6320 S,700 W,S. of 63rd St,CTA,X0249,"",NP,08/16/2006 
Halsted St,2402 S,800 W,N. of Archer Av,CTA,X0252,14,0,02/23/2006 
Halsted St,2404 S,800 W,N. of Archer Av,CTA,X0253,14,0,02/23/2006 
Halsted St,6320 S,800 W,S. of 63rd St,CTA,X0254,"",NP,08/16/2006 
Halsted St,200 N,800 W,Lake St,CTA,X0251,14 N-S / 13 E-W,4 N-S / 5EX E-W,07/28/2006 
Halsted St,1620 N,800 W,N. of North Av,CTA,X0250,"",NP,07/24/2006 
Halsted St,8520 S,800 W,S. of 85th St,Railroad,R0478,13,0,02/27/2006 
Halsted St,7500 S,800 W,75th St,Railroad,R0480,13,10,02/27/2006 
Halsted St,630 N,800 W,Erie St,Railroad,R0481,13,6,09/07/2006 
Halsted St,5830 S,800 W,S. of 58th St,Railroad,R0477,13,2,08/15/2006 
Halsted St,4904 S,800 W,S. of 49th St,Railroad,R0476,13,0,08/14/2006 
Halsted St,430 N,800 W,S. of Hubbard St,Railroad,R0482,14,0,09/14/2006 
Halsted St,4010 S,800 W,S. of Pershing Rd,Railroad,R0479,13,8,02/23/2006 
Halsted St,3950 S,800 W,S. of Pershing Rd,Railroad,R0485,13,8,03/16/2006 
Halsted St,2400 S,800 W,N. of Archer Av,Railroad,R0484,14,0,02/23/2006 
Halsted St,1550 S,800 W,N. of 16th St,Railroad,R0483,"",NP,02/23/2006 
Halsted St,1520 S,800 W,S. of 15th St,Railroad,R0486,"",NP,02/23/2006 
Halsted St,2530 S,800 W,N. of 26th St,Expy (WB),E0075,14,0,02/23/2006 
Halsted St,2540 S,800 W,N. of 26th St,Expy (EB),E0074,14,0,02/23/2006 
Hamilton Av,4640 N,2132 W,N. of Eastwood Av,CTA,X0255,"",NP,07/28/2006 
Hamlin Av,230 N,3800 W,Lake St,CTA,X0257,14 N-S / 13 E-W,0 N-S / 2 E-W,08/01/2006 
Hamlin Av,2030 S,3800 W,S. of 19th St,CTA,X0256,"",NP,08/08/2006 
Hamlin Av,2300 S,3800 W,S. of Cermak Rd,Railroad,R0487,11,8,08/23/2006 
Hamlin Av,400 N,3800 W,S. of Ferdinand St,Railroad,R0488,12,10,08/30/2006 
Harding Av,2030 S,3932 W,S. of 19th St,CTA,X0258,"",NP,08/08/2006 
Harding Av,240 N,3932 W,Lake St,CTA,X0259,13 N-S / 13 E-W,8 N-S / 2 E-W,08/01/2006 
Harrison St,4600 W,600 S,W. of Kolmar Av,Railroad,R0490,12,8,08/01/2006 
Harrison St,2600 W,600 S,W. of Maplewood Av,Railroad,R0489,13,0,12/17/2009
Harrison St,150 W,600 S,W. of Clark St,Railroad,R0491,13,0,07/27/2006 
Harrison St,1710 W,600 S,W. of Paulina St,CTA,X0260,"",NP,08/07/2006 
Harvard Av,6320 S,322 W,S. of 63rd St,CTA,X0262,"",NP,08/16/2006 
Hastings St,1710 W,1332 S,W. of Paulina St,CTA,X0263,"",NP,08/07/2006 
Hermitage Av,200 N,1732 W,Lake St,CTA,X0264,13 S / 13 E-W,6EX S / 5 EX E-W,07/31/2006 
Hermitage Av,4910 S,1732 W,S. of 49th St,Railroad,R0492,11,10,08/14/2006 
Hermitage Av,1800 N,1732 W,Bloomingdale Av,Railroad,R0493,11,6,08/09/2006 
Hill St,340 W,1100 N,E. of Orleans St,CTA,X0265,"",NP,07/24/2006 
Hirsch St,3630 W,1400 N,Monticello Av,Railroad,R0494,11,8,09/13/2006 
Holland Rd,8650 S,300 W,N. of 87th St,Railroad,R0495,13,7 EX,02/05/2010 
Hollywood Av,1120 W,5700 N,E. of Broadway,CTA,X0266,11,10,07/26/2006 
Homan Av,2030 S,3400 W,N. of 21st St,CTA,X0267,"",NP,08/08/2006 
Homan Av,400 N,3400 W,N. of Carroll Av,Railroad,R0497,13,7 EX,08/15/2006 
Homan Av,1010 S,3400 W,N. of Fillmore St,Railroad,R0496,14,2,08/02/2006 
Homan Av,220 N,3400 W,Lake St,CTA,X0268,13 N-S / 13 E-W,10 N-S / 2 E-W,07/31/2006 
Homer St,2420 W,1932 N,W. of Western Av,CTA,X0269,14,2,08/10/2006 
Honore St,5830 S,1832 W,S. of 58th St,Railroad,R0498,12,2,08/15/2006 
Honore St,4910 S,1832 W,S. of 49th St,Railroad,R0499,12,2,08/14/2006 
Honore St,1800 N,1832 W,Bloomingdale Av,Railroad,R0500,11,10,08/09/2006 
Honore St,1500 N,1920 W,S.W. of Milwaukee Av,CTA,X0270,"",NP,09/15/2006 
Howard St,1739 W,7600 N,W. of Paulina St,CTA,X0271,11,6,07/24/2006 
Howard St,1821 W,7600 N,W. of Clark St,Railroad,R0501,11,6,07/24/2006 
Hoyne Av,200 N,2100 W,Lake St,CTA,X0272,13 N-S / 13 E-W,8 N-S / 5EX E-W,07/31/2006 
Hoyne Av,2030 S,2100 W,N. of 21st St,CTA,X0273,"",NP,08/07/2006 
Hoyne Av,3432 S,2100 W,N. of 35th St,CTA,X0274,11,10,03/09/2006 
Hoyne Av,1800 N,2100 W,S. of Churchill St,Railroad,R0503,11,8,08/09/2006 
Hoyne Av,3430 S,2100 W,N. of 35th St,Railroad,R0505,11,10,03/08/2006 
Hoyne Av,400 N,2100 W,S. of Kinzie St,Railroad,R0504,12,2,08/29/2006 
Hoyne Av,4910 S,2100 W,49th St,Railroad,R0502,13,6,08/14/2006 
Hubbard St,630 W,440 N,E. of Desplaines St,Railroad,R0506,"",NP,09/07/2006 
Hubbard St,230 W,440 N,W. of Wells St,CTA,X0275,"",NP,12/10/2009 
Hubbard St,45 E,440 N,Wabash Av,Multi,ML013,12,2,12/10/2009 
Hubbard St,120 E,425 N,Michigan Av (East of),Multi,ML012,14,0,12/10/2009 
Hudson Av,1540 N,432 W,S. of North Av,CTA,X0276,"",NP,07/24/2006 
Humboldt Blvd,1800 N,3000 W,Bloomingdale Av,Railroad,R0507,13,2,08/10/2006 
Humboldt Blvd (N.B. Local),1800 N,3000 W,Bloomingdale Av,Railroad,R0508,12,10,08/10/2006 
Huron St,300 W,700 N,Franklin St,CTA,X0277,13,6,07/26/2006 
Huron St,840 W,700 N,W. of Green St,Railroad,R0509,"","",09/07/2006
Hyde Park Blvd,1600 E,5100 S,E. of Lake Park Av,Railroad,R0510,12,8,02/28/2006 
Illinois St,100 E,500 N,Michigan Av,Multi,ML014,13,6,12/10/2009 
Illinois St,300 W,500 N,Franklin St,CTA,X0278,"",NP,07/26/2006 
Illinois St,500 E,500 N,Lake Shore Dr,Multi,ML017,"",NP,12/10/2009 
Illinois St,45 E,500 N,Wabash Av,Multi,ML016,12,6,12/10/2009 
Illinois St,164 E,500 N,St. Clair to Mies Van Der ,Multi,ML015,13,10,12/10/2009 
"","","",Rohe Way ,"","","","",""
Independence Blvd (NB),1010 S,3800 W,S. of Taylor St,Railroad,R0511,13,5 EX,08/03/2006 
Independence Blvd (SB),1010 S,3800 W,S. of Taylor St,Railroad,R0512,13,6 EX,08/03/2006 
Indiana Av,5920 S,200 E,S. of 59th St,CTA,X0280,"",NP,08/10/2006 
Indiana Av,4020 S,200 E,S. of 40th St,CTA,X0279,"",NP,08/09/2006 
Indiana Av,9050 S,200 E,S. of 90th St,Railroad,R0514,13,0,08/30/2006 
Indiana Av,1550 S,200 E,N. of 16th St,Railroad,R0516,13,8,09/15/2006 
Indiana Av,11640 S,200 E,N. of 117th St,Railroad,R0515,"",NP,08/16/2006 
Institute Pl,340 W,830 N,E. of Orleans St,CTA,X0283,"",NP,07/24/2006 
Irving Park Dr,600 W,4000 N,Lake Shore Dr,Street,S0011,12,6,07/31/2006 
Irving Park Rd,4600 W,4000 N,E. of Kenton Av,Railroad,R0520,"",NP,08/15/2006 
Irving Park Rd,4200 W,4000 N,Keeler Av,Expy,E0077,13,6 EX,12/04/2009 
Irving Park Rd,1800 W,4000 N,Ravenswood Av,Railroad,R0517,13,8,07/31/2006 
Irving Park Rd,1820 W,4000 N,W. of Ravenswood Av,CTA,X0285,13,8,07/31/2006 
Irving Park Rd,4200 W,4000 N,Keeler Av,CTA,X0286,13,6 EX,10/28/2009 
Irving Park Rd,4200 W,4000 N,Keeler Av,Expy,E0076,13,6 EX,10/28/2009 
Irving Park Rd,4120 W,4000 N,E. of Avondale Av,Railroad,R0519,13,6 EX,10/28/2009 
Irving Park Rd,1100 W,4000 N,W. of Kenmore Av,CTA,X0284,13,8,07/31/2006 
Irving Park Rd,4610 W,4000 N,E. of Kenton Av,Railroad,R0518,"",NP,08/15/2006 
Jackson Blvd,1710 W,300 S,W. of Paulina St,CTA,X0287,"",NP,08/29/2006 
